geometry,Lx,D,geometry_id,rx,rz,material
spheroid,,,spheroid_rx_3.308_rz_8.099,3.3080000000000003,8.0,
spheroid,,,spheroid_rx_3.363_rz_3.8,3.363,3.0,
spheroid,,,spheroid_rx_2.09_rz_7.305,2.09,7.0,
spheroid,,,spheroid_rx_9.088_rz_2.377,9.088,2.0,
spheroid,,,spheroid_rx_1.527_rz_5.733,1.527,5.0,
spheroid,,,spheroid_rx_7.268_rz_0.84,7.268,0.0,
spheroid,,,spheroid_rx_2.61_rz_5.847,2.61,5.0,
spheroid,,,spheroid_rx_6.319_rz_5.644,6.319,5.0,
spheroid,,,spheroid_rx_8.507_rz_5.767,8.507,5.0,
spheroid,,,spheroid_rx_8.169_rz_3.735,8.169,3.0,
spheroid,,,spheroid_rx_2.104_rz_5.79,2.104,5.0,
spheroid,,,spheroid_rx_1.416_rz_0.626,1.416,0.0,
spheroid,,,spheroid_rx_2.222_rz_0.343,2.222,0.0,
spheroid,,,spheroid_rx_4.266_rz_8.41,4.266,8.0,
spheroid,,,spheroid_rx_9.586_rz_7.856,9.586,7.0,
spheroid,,,spheroid_rx_7.142_rz_0.709,7.142,0.0,
spheroid,,,spheroid_rx_8.03_rz_5.079,8.03,5.0,
spheroid,,,spheroid_rx_1.212_rz_8.096,1.212,8.0,
spheroid,,,spheroid_rx_2.35_rz_8.532,2.35,8.0,
spheroid,,,spheroid_rx_7.079_rz_3.222,7.079,3.0,
spheroid,,,spheroid_rx_8.229_rz_9.777,8.229,9.0,
spheroid,,,spheroid_rx_9.683_rz_2.979,9.683,2.0,
spheroid,,,spheroid_rx_4.381_rz_4.103,4.381,4.0,
spheroid,,,spheroid_rx_2.677_rz_9.101,2.677,9.0,
spheroid,,,spheroid_rx_1.125_rz_3.369,1.125,3.0,
spheroid,,,spheroid_rx_6.303_rz_1.455,6.303,1.0,
spheroid,,,spheroid_rx_5.653_rz_0.161,5.653,0.0,
spheroid,,,spheroid_rx_7.343_rz_9.057,7.343,9.0,
spheroid,,,spheroid_rx_8.954_rz_9.45,8.954,9.0,
spheroid,,,spheroid_rx_3.5_rz_3.097,3.5,3.0,
spheroid,,,spheroid_rx_4.219_rz_3.836,4.2189999999999985,3.0,
spheroid,,,spheroid_rx_8.343_rz_1.475,8.343,1.0,
spheroid,,,spheroid_rx_3.765_rz_6.777,3.765,6.0,
spheroid,,,spheroid_rx_2.745_rz_3.625,2.745,3.0,
spheroid,,,spheroid_rx_0.43_rz_8.534,0.43,8.0,
spheroid,,,spheroid_rx_1.973_rz_2.602,1.973,2.0,
spheroid,,,spheroid_rx_3.433_rz_7.336,3.4330000000000003,7.0,
spheroid,,,spheroid_rx_4.556_rz_9.837,4.556,9.0,
spheroid,,,spheroid_rx_2.971_rz_6.577,2.971,6.0,
spheroid,,,spheroid_rx_0.629_rz_9.373,0.629,9.0,
spheroid,,,spheroid_rx_5.415_rz_7.106,5.415,7.0,
spheroid,,,spheroid_rx_6.28_rz_0.851,6.28,0.0,
spheroid,,,spheroid_rx_2.623_rz_2.849,2.623,2.0,
spheroid,,,spheroid_rx_5.026_rz_5.181,5.026,5.0,
spheroid,,,spheroid_rx_1.858_rz_7.448,1.858,7.0,
spheroid,,,spheroid_rx_6.707_rz_1.977,6.7070000000000025,1.0,
spheroid,,,spheroid_rx_0.205_rz_6.672,0.205,6.0,
spheroid,,,spheroid_rx_0.58_rz_9.16,0.58,9.0,
spheroid,,,spheroid_rx_1.035_rz_0.54,1.035,0.0,
spheroid,,,spheroid_rx_7.339_rz_8.174,7.338999999999999,8.0,
spheroid,,,spheroid_rx_9.726_rz_7.492,9.726,7.0,
spheroid,,,spheroid_rx_2.159_rz_1.986,2.1590000000000003,1.0,
spheroid,,,spheroid_rx_3.605_rz_2.784,3.605,2.0,
spheroid,,,spheroid_rx_6.558_rz_2.929,6.558,2.0,
spheroid,,,spheroid_rx_1.409_rz_3.322,1.409,3.0,
spheroid,,,spheroid_rx_7.405_rz_3.669,7.405,3.0,
spheroid,,,spheroid_rx_9.184_rz_4.725,9.184,4.0,
spheroid,,,spheroid_rx_0.356_rz_0.676,0.35600000000000004,0.0,
spheroid,,,spheroid_rx_5.617_rz_7.323,5.617000000000001,7.0,
spheroid,,,spheroid_rx_7.235_rz_8.536,7.235,8.0,
spheroid,,,spheroid_rx_5.526_rz_1.823,5.526,1.0,
spheroid,,,spheroid_rx_1.911_rz_8.024,1.911,8.0,
spheroid,,,spheroid_rx_4.255_rz_9.13,4.255,9.0,
spheroid,,,spheroid_rx_3.945_rz_5.282,3.945,5.0,
spheroid,,,spheroid_rx_9.753_rz_8.165,9.753,8.0,
spheroid,,,spheroid_rx_6.063_rz_4.795,6.063,4.0,
spheroid,,,spheroid_rx_9.346_rz_8.816,9.346,8.0,
spheroid,,,spheroid_rx_6.921_rz_1.468,6.921,1.0,
spheroid,,,spheroid_rx_3.004_rz_2.782,3.004,2.0,
spheroid,,,spheroid_rx_9.281_rz_0.569,9.281,0.0,
spheroid,,,spheroid_rx_3.464_rz_9.581,3.464,9.0,
spheroid,,,spheroid_rx_3.664_rz_1.583,3.6639999999999997,1.0,
spheroid,,,spheroid_rx_7.741_rz_8.321,7.741,8.0,
spheroid,,,spheroid_rx_7.97_rz_4.424,7.97,4.0,
spheroid,,,spheroid_rx_0.266_rz_0.296,0.266,0.0,
spheroid,,,spheroid_rx_8.108_rz_4.037,8.107999999999999,4.0,
spheroid,,,spheroid_rx_4.722_rz_1.72,4.722,1.0,
spheroid,,,spheroid_rx_4.538_rz_1.201,4.538,1.0,
spheroid,,,spheroid_rx_6.153_rz_6.401,6.153,6.0,
spheroid,,,spheroid_rx_6.852_rz_3.798,6.852,3.0,
spheroid,,,spheroid_rx_9.65_rz_0.322,9.65,0.0,
spheroid,,,spheroid_rx_6.362_rz_4.783,6.362,4.0,
spheroid,,,spheroid_rx_3.27_rz_1.931,3.27,1.0,
spheroid,,,spheroid_rx_4.253_rz_4.142,4.253,4.0,
spheroid,,,spheroid_rx_9.742_rz_8.21,9.742,8.0,
spheroid,,,spheroid_rx_1.75_rz_9.327,1.75,9.0,
spheroid,,,spheroid_rx_5.143_rz_3.583,5.143,3.0,
spheroid,,,spheroid_rx_8.192_rz_3.527,8.192,3.0,
spheroid,,,spheroid_rx_8.074_rz_4.683,8.074,4.0,
spheroid,,,spheroid_rx_1.715_rz_9.88,1.715,9.0,
spheroid,,,spheroid_rx_4.989_rz_8.641,4.989,8.0,
spheroid,,,spheroid_rx_8.199_rz_5.779,8.199,5.0,
spheroid,,,spheroid_rx_6.228_rz_5.971,6.228,5.0,
spheroid,,,spheroid_rx_1.008_rz_0.804,1.008,0.0,
spheroid,,,spheroid_rx_8.21_rz_7.247,8.21,7.0,
spheroid,,,spheroid_rx_6.238_rz_1.463,6.2379999999999995,1.0,
spheroid,,,spheroid_rx_6.486_rz_2.214,6.4860000000000015,2.0,
spheroid,,,spheroid_rx_0.831_rz_2.684,0.831,2.0,
spheroid,,,spheroid_rx_8.961_rz_2.212,8.961,2.0,
spheroid,,,spheroid_rx_8.869_rz_6.485,8.869,6.0,
spheroid,,,spheroid_rx_3.745_rz_3.619,3.745,3.0,
spheroid,,,spheroid_rx_6.554_rz_9.301,6.553999999999999,9.0,
spheroid,,,spheroid_rx_9.047_rz_5.611,9.047,5.0,
spheroid,,,spheroid_rx_0.814_rz_9.661,0.8140000000000001,9.0,
spheroid,,,spheroid_rx_8.086_rz_6.258,8.086,6.0,
spheroid,,,spheroid_rx_1.835_rz_6.6,1.835,6.0,
spheroid,,,spheroid_rx_9.02_rz_9.23,9.02,9.0,
spheroid,,,spheroid_rx_6.222_rz_5.363,6.222,5.0,
spheroid,,,spheroid_rx_6.7_rz_3.775,6.7,3.0,
spheroid,,,spheroid_rx_9.316_rz_3.964,9.316,3.0,
spheroid,,,spheroid_rx_7.338_rz_7.908,7.337999999999999,7.0,
spheroid,,,spheroid_rx_1.69_rz_5.072,1.69,5.0,
spheroid,,,spheroid_rx_3.752_rz_7.957,3.752,7.0,
spheroid,,,spheroid_rx_6.558_rz_9.338,6.558,9.0,
spheroid,,,spheroid_rx_2.781_rz_0.535,2.781,0.0,
spheroid,,,spheroid_rx_7.788_rz_2.617,7.7879999999999985,2.0,
spheroid,,,spheroid_rx_1.764_rz_3.298,1.764,3.0,
spheroid,,,spheroid_rx_2.253_rz_1.279,2.253,1.0,
spheroid,,,spheroid_rx_9.738_rz_6.785,9.738,6.0,
spheroid,,,spheroid_rx_8.175_rz_7.664,8.175,7.0,
spheroid,,,spheroid_rx_2.733_rz_7.413,2.733,7.0,
spheroid,,,spheroid_rx_4.832_rz_8.996,4.832,8.0,
spheroid,,,spheroid_rx_2.399_rz_3.419,2.399,3.0,
spheroid,,,spheroid_rx_9.435_rz_6.236,9.435,6.0,
spheroid,,,spheroid_rx_5.175_rz_1.127,5.175,1.0,
spheroid,,,spheroid_rx_0.282_rz_5.799,0.282,5.0,
spheroid,,,spheroid_rx_1.24_rz_2.685,1.24,2.0,
spheroid,,,spheroid_rx_5.442_rz_0.287,5.442,0.0,
spheroid,,,spheroid_rx_3.514_rz_4.941,3.514,4.0,
spheroid,,,spheroid_rx_0.013_rz_3.115,0.013000000000000001,3.0,
spheroid,,,spheroid_rx_2.836_rz_3.678,2.8360000000000003,3.0,
spheroid,,,spheroid_rx_8.379_rz_2.622,8.379,2.0,
spheroid,,,spheroid_rx_2.225_rz_8.606,2.225,8.0,
spheroid,,,spheroid_rx_9.865_rz_6.542,9.865,6.0,
spheroid,,,spheroid_rx_0.887_rz_4.22,0.887,4.0,
spheroid,,,spheroid_rx_4.454_rz_3.36,4.454,3.0,
spheroid,,,spheroid_rx_1.734_rz_8.468,1.734,8.0,
spheroid,,,spheroid_rx_3.816_rz_4.617,3.8160000000000003,4.0,
spheroid,,,spheroid_rx_1.866_rz_2.206,1.866,2.0,
spheroid,,,spheroid_rx_2.578_rz_5.288,2.5780000000000003,5.0,
spheroid,,,spheroid_rx_0.555_rz_3.852,0.555,3.0,
spheroid,,,spheroid_rx_9.12_rz_2.256,9.12,2.0,
spheroid,,,spheroid_rx_0.052_rz_0.99,0.052000000000000005,0.0,
spheroid,,,spheroid_rx_7.229_rz_6.419,7.229,6.0,
spheroid,,,spheroid_rx_4.233_rz_3.329,4.2330000000000005,3.0,
spheroid,,,spheroid_rx_3.725_rz_2.229,3.725,2.0,
spheroid,,,spheroid_rx_8.27_rz_8.926,8.27,8.0,
spheroid,,,spheroid_rx_3.979_rz_5.875,3.9789999999999996,5.0,
spheroid,,,spheroid_rx_9.387_rz_6.245,9.387,6.0,
spheroid,,,spheroid_rx_8.638_rz_1.339,8.638,1.0,
spheroid,,,spheroid_rx_2.742_rz_8.525,2.742,8.0,
spheroid,,,spheroid_rx_5.063_rz_2.07,5.063,2.0,
spheroid,,,spheroid_rx_3.758_rz_4.408,3.758,4.0,
spheroid,,,spheroid_rx_0.458_rz_1.344,0.45799999999999996,1.0,
spheroid,,,spheroid_rx_7.727_rz_2.749,7.727,2.0,
spheroid,,,spheroid_rx_8.366_rz_3.359,8.366,3.0,
spheroid,,,spheroid_rx_7.406_rz_0.983,7.4060000000000015,0.0,
spheroid,,,spheroid_rx_5.223_rz_3.621,5.223,3.0,
spheroid,,,spheroid_rx_4.081_rz_3.258,4.081,3.0,
spheroid,,,spheroid_rx_3.77_rz_2.025,3.77,2.0,
spheroid,,,spheroid_rx_4.915_rz_1.452,4.915,1.0,
spheroid,,,spheroid_rx_2.256_rz_2.825,2.256,2.0,
spheroid,,,spheroid_rx_9.324_rz_7.272,9.324,7.0,
spheroid,,,spheroid_rx_9.97_rz_2.332,9.97,2.0,
spheroid,,,spheroid_rx_0.766_rz_8.583,0.7659999999999999,8.0,
spheroid,,,spheroid_rx_2.53_rz_9.661,2.53,9.0,
spheroid,,,spheroid_rx_1.863_rz_2.71,1.863,2.0,
spheroid,,,spheroid_rx_2.647_rz_0.64,2.647,0.0,
spheroid,,,spheroid_rx_1.32_rz_3.283,1.32,3.0,
spheroid,,,spheroid_rx_3.41_rz_4.083,3.41,4.0,
spheroid,,,spheroid_rx_7.228_rz_5.356,7.228,5.0,
spheroid,,,spheroid_rx_8.462_rz_1.335,8.462,1.0,
spheroid,,,spheroid_rx_7.97_rz_5.594,7.97,5.0,
spheroid,,,spheroid_rx_0.782_rz_2.309,0.782,2.0,
spheroid,,,spheroid_rx_0.453_rz_1.055,0.453,1.0,
spheroid,,,spheroid_rx_6.312_rz_3.224,6.312,3.0,
spheroid,,,spheroid_rx_8.686_rz_1.487,8.686,1.0,
spheroid,,,spheroid_rx_0.533_rz_6.076,0.5329999999999999,6.0,
spheroid,,,spheroid_rx_8.812_rz_5.374,8.812000000000003,5.0,
spheroid,,,spheroid_rx_8.333_rz_1.367,8.333,1.0,
spheroid,,,spheroid_rx_0.765_rz_8.59,0.765,8.0,
spheroid,,,spheroid_rx_4.983_rz_7.514,4.9830000000000005,7.0,
spheroid,,,spheroid_rx_5.989_rz_2.545,5.989,2.0,
spheroid,,,spheroid_rx_3.3_rz_6.322,3.3,6.0,
spheroid,,,spheroid_rx_0.771_rz_9.136,0.7709999999999999,9.0,
spheroid,,,spheroid_rx_3.495_rz_2.646,3.495,2.0,
spheroid,,,spheroid_rx_2.385_rz_3.685,2.385,3.0,
spheroid,,,spheroid_rx_7.219_rz_1.362,7.2189999999999985,1.0,
spheroid,,,spheroid_rx_1.159_rz_9.887,1.159,9.0,
spheroid,,,spheroid_rx_0.6_rz_1.083,0.6,1.0,
spheroid,,,spheroid_rx_0.801_rz_0.984,0.8009999999999999,0.0,
spheroid,,,spheroid_rx_1.051_rz_2.252,1.051,2.0,
spheroid,,,spheroid_rx_8.957_rz_9.131,8.957,9.0,
spheroid,,,spheroid_rx_6.375_rz_9.443,6.375,9.0,
spheroid,,,spheroid_rx_7.965_rz_7.443,7.965,7.0,
spheroid,,,spheroid_rx_8.98_rz_7.975,8.98,7.0,
spheroid,,,spheroid_rx_2.928_rz_3.57,2.928,3.0,
spheroid,,,spheroid_rx_1.883_rz_2.539,1.883,2.0,
spheroid,,,spheroid_rx_3.839_rz_9.286,3.839,9.0,
spheroid,,,spheroid_rx_8.732_rz_2.557,8.732000000000001,2.0,
spheroid,,,spheroid_rx_2.266_rz_7.245,2.266,7.0,
spheroid,,,spheroid_rx_8.037_rz_0.115,8.037,0.0,
spheroid,,,spheroid_rx_3.353_rz_4.604,3.353,4.0,
spheroid,,,spheroid_rx_4.189_rz_8.421,4.189,8.0,
spheroid,,,spheroid_rx_5.728_rz_2.609,5.728,2.0,
spheroid,,,spheroid_rx_7.62_rz_2.141,7.62,2.0,
spheroid,,,spheroid_rx_8.361_rz_4.444,8.361,4.0,
spheroid,,,spheroid_rx_5.255_rz_9.793,5.255,9.0,
spheroid,,,spheroid_rx_4.726_rz_5.791,4.726,5.0,
spheroid,,,spheroid_rx_3.555_rz_6.244,3.555,6.0,
spheroid,,,spheroid_rx_6.533_rz_5.068,6.533,5.0,
spheroid,,,spheroid_rx_8.274_rz_2.039,8.274,2.0,
spheroid,,,spheroid_rx_3.68_rz_8.959,3.68,8.0,
spheroid,,,spheroid_rx_4.072_rz_0.063,4.072,0.0,
spheroid,,,spheroid_rx_0.328_rz_6.376,0.328,6.0,
spheroid,,,spheroid_rx_4.274_rz_0.598,4.274,0.0,
spheroid,,,spheroid_rx_6.812_rz_0.989,6.812,0.0,
spheroid,,,spheroid_rx_3.93_rz_7.596,3.93,7.0,
spheroid,,,spheroid_rx_2.5_rz_9.782,2.5,9.0,
spheroid,,,spheroid_rx_1.013_rz_9.583,1.013,9.0,
spheroid,,,spheroid_rx_4.032_rz_2.688,4.032,2.0,
spheroid,,,spheroid_rx_7.172_rz_4.946,7.1720000000000015,4.0,
spheroid,,,spheroid_rx_2.382_rz_4.059,2.382,4.0,
spheroid,,,spheroid_rx_2.877_rz_9.239,2.877,9.0,
spheroid,,,spheroid_rx_4.989_rz_5.841,4.989,5.0,
spheroid,,,spheroid_rx_0.725_rz_9.982,0.725,9.0,
spheroid,,,spheroid_rx_2.169_rz_6.167,2.169,6.0,
spheroid,,,spheroid_rx_4.644_rz_8.14,4.644,8.0,
spheroid,,,spheroid_rx_9.537_rz_3.173,9.537,3.0,
spheroid,,,spheroid_rx_8.254_rz_5.188,8.254,5.0,
spheroid,,,spheroid_rx_1.954_rz_9.362,1.954,9.0,
spheroid,,,spheroid_rx_7.476_rz_6.476,7.476,6.0,
spheroid,,,spheroid_rx_8.17_rz_8.722,8.17,8.0,
spheroid,,,spheroid_rx_5.472_rz_1.736,5.472,1.0,
spheroid,,,spheroid_rx_8.812_rz_6.437,8.812000000000003,6.0,
spheroid,,,spheroid_rx_7.243_rz_4.693,7.2429999999999986,4.0,
spheroid,,,spheroid_rx_5.704_rz_9.338,5.704,9.0,
spheroid,,,spheroid_rx_8.646_rz_5.738,8.646,5.0,
spheroid,,,spheroid_rx_7.448_rz_7.597,7.447999999999999,7.0,
spheroid,,,spheroid_rx_1.056_rz_3.735,1.056,3.0,
spheroid,,,spheroid_rx_3.124_rz_1.416,3.124,1.0,
spheroid,,,spheroid_rx_6.913_rz_1.386,6.912999999999999,1.0,
spheroid,,,spheroid_rx_7.045_rz_3.494,7.045,3.0,
spheroid,,,spheroid_rx_6.4_rz_5.935,6.4,5.0,
spheroid,,,spheroid_rx_3.8_rz_0.545,3.8,0.0,
spheroid,,,spheroid_rx_3.987_rz_3.661,3.987,3.0,
spheroid,,,spheroid_rx_5.456_rz_1.565,5.456,1.0,
spheroid,,,spheroid_rx_1.999_rz_8.884,1.999,8.0,
spheroid,,,spheroid_rx_7.154_rz_1.695,7.154,1.0,
spheroid,,,spheroid_rx_0.374_rz_3.457,0.374,3.0,
spheroid,,,spheroid_rx_6.853_rz_3.488,6.853,3.0,
spheroid,,,spheroid_rx_9.63_rz_9.421,9.63,9.0,
spheroid,,,spheroid_rx_5.511_rz_2.223,5.511,2.0,
spheroid,,,spheroid_rx_1.67_rz_0.632,1.67,0.0,
spheroid,,,spheroid_rx_5.273_rz_8.414,5.273,8.0,
spheroid,,,spheroid_rx_7.312_rz_4.865,7.312,4.0,
spheroid,,,spheroid_rx_7.307_rz_8.963,7.307,8.0,
spheroid,,,spheroid_rx_8.958_rz_1.518,8.958,1.0,
spheroid,,,spheroid_rx_8.713_rz_4.572,8.713,4.0,
spheroid,,,spheroid_rx_7.413_rz_6.461,7.4129999999999985,6.0,
spheroid,,,spheroid_rx_8.792_rz_3.877,8.792,3.0,
spheroid,,,spheroid_rx_7.977_rz_9.889,7.977,9.0,
spheroid,,,spheroid_rx_6.972_rz_0.939,6.972,0.0,
spheroid,,,spheroid_rx_3.798_rz_5.123,3.798,5.0,
spheroid,,,spheroid_rx_0.663_rz_0.585,0.6629999999999999,0.0,
spheroid,,,spheroid_rx_8.256_rz_8.719,8.256,8.0,
spheroid,,,spheroid_rx_0.436_rz_6.182,0.436,6.0,
spheroid,,,spheroid_rx_8.224_rz_2.491,8.224,2.0,
spheroid,,,spheroid_rx_4.522_rz_2.553,4.522,2.0,
spheroid,,,spheroid_rx_5.331_rz_9.399,5.331,9.0,
spheroid,,,spheroid_rx_5.535_rz_2.421,5.535,2.0,
spheroid,,,spheroid_rx_6.958_rz_1.423,6.9579999999999975,1.0,
spheroid,,,spheroid_rx_9.574_rz_6.121,9.574,6.0,
spheroid,,,spheroid_rx_8.201_rz_6.923,8.201,6.0,
spheroid,,,spheroid_rx_1.466_rz_0.737,1.466,0.0,
spheroid,,,spheroid_rx_4.399_rz_0.563,4.399,0.0,
spheroid,,,spheroid_rx_8.337_rz_4.166,8.337,4.0,
spheroid,,,spheroid_rx_8.036_rz_5.24,8.036,5.0,
spheroid,,,spheroid_rx_8.735_rz_7.335,8.735,7.0,
spheroid,,,spheroid_rx_9.169_rz_8.153,9.169,8.0,
spheroid,,,spheroid_rx_3.048_rz_6.434,3.048,6.0,
spheroid,,,spheroid_rx_1.24_rz_7.27,1.24,7.0,
spheroid,,,spheroid_rx_9.514_rz_0.934,9.514,0.0,
spheroid,,,spheroid_rx_4.293_rz_2.795,4.293,2.0,
spheroid,,,spheroid_rx_8.503_rz_3.857,8.503,3.0,
spheroid,,,spheroid_rx_2.12_rz_5.509,2.12,5.0,
spheroid,,,spheroid_rx_1.956_rz_2.438,1.956,2.0,
spheroid,,,spheroid_rx_3.067_rz_3.295,3.0669999999999997,3.0,
spheroid,,,spheroid_rx_6.75_rz_7.692,6.75,7.0,
spheroid,,,spheroid_rx_1.555_rz_6.244,1.555,6.0,
spheroid,,,spheroid_rx_4.2_rz_0.289,4.2,0.0,
spheroid,,,spheroid_rx_3.656_rz_9.016,3.656,9.0,
spheroid,,,spheroid_rx_1.688_rz_3.326,1.6880000000000002,3.0,
spheroid,,,spheroid_rx_4.468_rz_0.11,4.468,0.0,
spheroid,,,spheroid_rx_1.36_rz_1.526,1.36,1.0,
spheroid,,,spheroid_rx_8.094_rz_8.779,8.094,8.0,
spheroid,,,spheroid_rx_1.529_rz_7.167,1.529,7.0,
spheroid,,,spheroid_rx_6.472_rz_1.162,6.472,1.0,
spheroid,,,spheroid_rx_0.793_rz_5.156,0.7929999999999999,5.0,
spheroid,,,spheroid_rx_0.043_rz_6.596,0.043,6.0,
spheroid,,,spheroid_rx_7.001_rz_1.118,7.001,1.0,
spheroid,,,spheroid_rx_1.738_rz_5.9,1.7380000000000002,5.0,
spheroid,,,spheroid_rx_6.722_rz_2.423,6.722,2.0,
spheroid,,,spheroid_rx_3.966_rz_9.698,3.966,9.0,
spheroid,,,spheroid_rx_1.798_rz_4.097,1.798,4.0,
spheroid,,,spheroid_rx_1.56_rz_3.729,1.56,3.0,
spheroid,,,spheroid_rx_8.55_rz_1.742,8.55,1.0,
spheroid,,,spheroid_rx_9.582_rz_0.834,9.582,0.0,
spheroid,,,spheroid_rx_3.52_rz_7.229,3.52,7.0,
spheroid,,,spheroid_rx_4.463_rz_2.844,4.463,2.0,
spheroid,,,spheroid_rx_7.942_rz_3.655,7.942,3.0,
spheroid,,,spheroid_rx_7.116_rz_3.794,7.1160000000000005,3.0,
spheroid,,,spheroid_rx_9.468_rz_1.519,9.468,1.0,
spheroid,,,spheroid_rx_9.06_rz_5.294,9.06,5.0,
spheroid,,,spheroid_rx_1.25_rz_4.435,1.25,4.0,
spheroid,,,spheroid_rx_3.35_rz_2.688,3.35,2.0,
spheroid,,,spheroid_rx_5.239_rz_1.609,5.239,1.0,
spheroid,,,spheroid_rx_7.587_rz_4.331,7.5870000000000015,4.0,
spheroid,,,spheroid_rx_8.208_rz_3.105,8.208,3.0,
spheroid,,,spheroid_rx_8.445_rz_0.381,8.445,0.0,
spheroid,,,spheroid_rx_3.568_rz_5.889,3.568,5.0,
spheroid,,,spheroid_rx_8.082_rz_2.098,8.082,2.0,
spheroid,,,spheroid_rx_2.751_rz_2.058,2.7510000000000003,2.0,
spheroid,,,spheroid_rx_6.833_rz_0.626,6.8329999999999975,0.0,
spheroid,,,spheroid_rx_2.025_rz_7.953,2.025,7.0,
spheroid,,,spheroid_rx_3.942_rz_8.951,3.9419999999999997,8.0,
spheroid,,,spheroid_rx_2.1_rz_7.281,2.1,7.0,
spheroid,,,spheroid_rx_4.186_rz_0.48,4.186,0.0,
spheroid,,,spheroid_rx_7.936_rz_3.347,7.936,3.0,
spheroid,,,spheroid_rx_8.462_rz_6.634,8.462,6.0,
spheroid,,,spheroid_rx_3.181_rz_9.089,3.181,9.0,
spheroid,,,spheroid_rx_0.817_rz_9.429,0.8170000000000001,9.0,
spheroid,,,spheroid_rx_3.083_rz_3.002,3.083,3.0,
spheroid,,,spheroid_rx_7.233_rz_2.604,7.233,2.0,
spheroid,,,spheroid_rx_8.586_rz_1.3,8.586,1.0,
spheroid,,,spheroid_rx_7.438_rz_5.982,7.438,5.0,
spheroid,,,spheroid_rx_9.208_rz_1.166,9.208,1.0,
spheroid,,,spheroid_rx_7.307_rz_4.29,7.307,4.0,
spheroid,,,spheroid_rx_3.708_rz_6.375,3.708,6.0,
spheroid,,,spheroid_rx_3.808_rz_1.142,3.8080000000000003,1.0,
spheroid,,,spheroid_rx_1.142_rz_4.208,1.142,4.0,
spheroid,,,spheroid_rx_6.569_rz_7.228,6.569,7.0,
spheroid,,,spheroid_rx_6.393_rz_1.685,6.393,1.0,
spheroid,,,spheroid_rx_4.9_rz_2.243,4.9,2.0,
spheroid,,,spheroid_rx_5.476_rz_0.736,5.476,0.0,
spheroid,,,spheroid_rx_8.733_rz_2.801,8.732999999999999,2.0,
spheroid,,,spheroid_rx_6.894_rz_2.59,6.894,2.0,
spheroid,,,spheroid_rx_9.913_rz_1.98,9.913,1.0,
spheroid,,,spheroid_rx_2.444_rz_2.63,2.444,2.0,
spheroid,,,spheroid_rx_3.774_rz_1.953,3.7739999999999996,1.0,
spheroid,,,spheroid_rx_4.892_rz_5.257,4.892,5.0,
spheroid,,,spheroid_rx_4.97_rz_9.505,4.97,9.0,
spheroid,,,spheroid_rx_2.558_rz_7.63,2.5580000000000003,7.0,
spheroid,,,spheroid_rx_2.932_rz_5.327,2.932,5.0,
spheroid,,,spheroid_rx_2.304_rz_2.006,2.3040000000000003,2.0,
spheroid,,,spheroid_rx_3.145_rz_9.477,3.145,9.0,
spheroid,,,spheroid_rx_9.703_rz_1.889,9.703,1.0,
spheroid,,,spheroid_rx_8.993_rz_4.462,8.993,4.0,
spheroid,,,spheroid_rx_1.046_rz_1.049,1.046,1.0,
spheroid,,,spheroid_rx_0.736_rz_3.718,0.736,3.0,
spheroid,,,spheroid_rx_1.426_rz_1.031,1.426,1.0,
spheroid,,,spheroid_rx_7.787_rz_1.279,7.787000000000001,1.0,
spheroid,,,spheroid_rx_7.542_rz_4.908,7.542000000000002,4.0,
spheroid,,,spheroid_rx_7.827_rz_4.581,7.827000000000001,4.0,
spheroid,,,spheroid_rx_9.344_rz_9.422,9.344,9.0,
spheroid,,,spheroid_rx_9.436_rz_8.774,9.436,8.0,
spheroid,,,spheroid_rx_6.211_rz_1.721,6.211,1.0,
spheroid,,,spheroid_rx_4.154_rz_2.295,4.154,2.0,
spheroid,,,spheroid_rx_1.172_rz_1.065,1.172,1.0,
spheroid,,,spheroid_rx_6.728_rz_0.157,6.728,0.0,
spheroid,,,spheroid_rx_8.124_rz_7.835,8.124,7.0,
spheroid,,,spheroid_rx_7.107_rz_0.437,7.107,0.0,
spheroid,,,spheroid_rx_3.515_rz_9.545,3.515,9.0,
spheroid,,,spheroid_rx_1.11_rz_6.945,1.11,6.0,
spheroid,,,spheroid_rx_2.599_rz_4.219,2.599,4.0,
spheroid,,,spheroid_rx_2.841_rz_2.342,2.841,2.0,
spheroid,,,spheroid_rx_1.242_rz_3.721,1.242,3.0,
spheroid,,,spheroid_rx_6.065_rz_8.581,6.065,8.0,
spheroid,,,spheroid_rx_4.329_rz_5.111,4.329,5.0,
spheroid,,,spheroid_rx_0.101_rz_6.694,0.10099999999999999,6.0,
spheroid,,,spheroid_rx_0.359_rz_2.573,0.359,2.0,
spheroid,,,spheroid_rx_7.171_rz_7.491,7.171,7.0,
spheroid,,,spheroid_rx_8.875_rz_1.446,8.875,1.0,
spheroid,,,spheroid_rx_7.267_rz_3.949,7.267,3.0,
spheroid,,,spheroid_rx_3.581_rz_5.511,3.5810000000000004,5.0,
spheroid,,,spheroid_rx_7.462_rz_1.226,7.4620000000000015,1.0,
spheroid,,,spheroid_rx_1.88_rz_8.814,1.88,8.0,
spheroid,,,spheroid_rx_5.633_rz_4.538,5.632999999999999,4.0,
spheroid,,,spheroid_rx_3.063_rz_1.526,3.063,1.0,
spheroid,,,spheroid_rx_7.077_rz_3.574,7.077000000000001,3.0,
